Price,Address,Bedrooms,Energy class,Primary energy consumption,Furnished,Terrace,Terrace surface,Surface of the plot,Living room surface,Number of frontages,Construction year,Building condition,Bathrooms,Shower rooms,Office,Toilets,Kitchen type,Heating type,immo_code,postal code
489000.0,Nieuwstraat 32b1,3,E,220,0,0,0,65,0,2,1899,Good,3,4,0,0,Installed,Gas,1000,20
169000.0,Heusdendorp 7,1,E,437,1,0,0,0,27,2,1967,Good,1,0,0,1,Installed,Gas,10656644,8400
175000.0,Chaussee de Wavre 44a,1,F,281,0,0,0,0,0,2,1898,To be done up,1,0,0,2,Installed,Gas,10656642,1070
215000.0,Chaussee de Wavre 44a,2,E,236,0,0,8,0,0,2,1898,To be done up,1,0,0,1,Installed,Gas,10656640,1070
175000.0,Chaussee de Wavre 44a,1,F,281,0,0,0,52,0,2,1898,To be done up,1,0,0,2,Installed,Gas,10656639,1070
275000.0,Chaussee de Wavre 44a,2,E,251,0,0,0,0,25,2,1920,To renovate,1,0,1,1,Not installed,Gas,10656638,1180
235000.0,Chaussee de Wavre 44a,2,G,926,0,0,4,0,14,2,1920,To be done up,1,0,1,1,Not installed,Gas,10656637,1180
599000.0,Chaussee de Wavre 44a,4,E,269,0,0,0,0,60,3,1930,To renovate,3,0,0,2,Semi equipped,Fuel oil,10656635,1050
498000.0,Kerkstraat 84,3,B,117,0,1,0,523,0,4,1980,Just renovated,1,0,1,2,USA hyper equipped,0,10656633,9255
449000.0,Lippenslaan 393,3,B,104,0,0,3,0,0,2,2001,Good,1,0,0,2,Hyper equipped,Gas,10656629,8300
355000.0,AVENUE BRUGMANN 16,3,A,25,0,0,16,0,30,0,2024,0,1,1,0,2,USA hyper equipped,Gas,10656628,1070
295000.0,AVENUE BRUGMANN 16,4,G,535,0,0,20,330,0,3,1936,To renovate,1,1,0,2,USA semi equipped,Gas,10656625,1380
209900.0,Noord-Brabantlaan 3,2,F,513,0,1,0,225,0,2,1990,0,1,1,0,1,USA installed,Gas,10656623,2300
210000.0,Avenue Reine Astrid 65,5,G,563,0,0,0,296,27,2,1930,To be done up,3,3,0,3,Installed,0,5002,20
210000.0,Avenue Reine Astrid 65,5,G,563,0,0,0,296,27,2,1930,To be done up,3,3,0,3,Installed,0,10656619,5000
290000.0,Vrijheid 8,2,B,11639,0,1,0,0,0,0,2014,Good,1,0,0,1,USA installed,0,10656613,2440
260000.0,Vrijheid 8,2,F,10028,0,1,0,0,0,0,2014,Good,1,0,0,1,USA installed,0,10656612,2440
300000.0,Vrijheid 8,2,B,11336,0,1,0,0,0,0,2014,Good,1,0,0,1,USA installed,Gas,10656611,2440
315000.0,Vrijheid 8,2,B,13053,0,1,0,0,0,0,2014,Good,1,0,0,1,USA installed,Gas,10656610,2440
4950000.0,Dr Roosensplein 47,4,A,67,0,1,0,5137,72,4,2020,As new,3,0,1,5,USA hyper equipped,0,10656609,2930
359000.0,Kouter 98,2,A,88,0,0,5,0,0,2,2010,Good,1,0,0,1,Installed,Gas,10656608,9000
269000.0,Avenue Reine Astrid 59A,2,D,204,0,0,2,0,30,2,1950,As new,2,2,0,2,Installed,Gas,10656605,1030
109000.0,route de neufchateau 18 C9,0,D,299,0,0,12,0,17,0,2003,Good,1,2,1,1,Installed,Fuel oil,10656601,6800
109000.0,route de neufchateau 18 C9,0,B,154,0,0,12,0,17,0,2003,Good,1,1,1,1,Installed,Fuel oil,10656600,6800
385000.0,route de neufchateau 18 C9,5,B,123,0,0,30,1246,18,4,2009,As new,1,1,0,2,Hyper equipped,Gas,9,3
209000.0,route de neufchateau 18 C9,3,E,395,0,1,0,204,0,3,1950,Good,1,1,1,1,Installed,Fuel oil,10656598,5670
295000.0,"Orteliuskaai, 8",2,B,142,0,0,10,0,35,0,1968,As new,1,1,0,1,USA hyper equipped,Gas,10656583,2650
675000.0,Raboudenburgstraat 1/0001,4,F,535,0,1,0,1317,49,4,1985,To be done up,1,0,0,2,Installed,Electric,10656581,8020
718000.0,Gentsesteenweg 125A,5,D,314,0,1,0,1750,0,4,1973,Good,2,2,0,3,Hyper equipped,Gas,10656578,2820
225000.0,Gentsesteenweg 125A,1,F,1053,0,0,0,24,20,2,1890,Good,1,1,0,1,Installed,Electric,10656577,2800
345000.0,Galgstraat 83,3,E,422,0,0,0,300,36,2,1972,To be done up,1,0,0,2,Installed,Fuel oil,10656574,1651
460000.0,Stationstraat 30,3,D,360,0,0,140,1050,34,4,1995,Good,1,0,0,2,Hyper equipped,0,10656569,9550
218000.0,Oudstrijderslaan 38,1,C,223,0,0,0,0,0,2,2016,Good,1,0,0,1,Hyper equipped,Gas,10656568,2018
218000.0,Oudstrijderslaan 38,1,C,223,0,0,0,0,0,2,2016,Good,1,0,0,1,Hyper equipped,Gas,2140,20
325000.0,"Place Albert 1er, 20",0,E,408,0,0,300,375,0,3,1900,To renovate,0,0,0,5,USA semi equipped,Gas,10656565,1300
280000.0,Chaussée de Tirlemont 15/1,2,E,370,0,0,50,467,12,4,1890,Just renovated,1,0,0,2,Installed,Fuel oil,10656564,4633
208000.0,Rue Lucien Burnotte 27,1,C,206,0,0,4,0,36,0,2011,As new,1,0,1,1,Hyper equipped,Electric,10656556,6840
195000.0,Place Communale 18,3,D,320,0,0,25,200,0,2,1960,As new,3,3,0,3,USA semi equipped,Gas,10656533,6180
189000.0,Chaussée Paul Houtart 232,2,C,218,0,1,0,204,0,3,1874,As new,1,0,0,1,Installed,Gas,10656531,7190
356000.0,Sint-Denijslaan 1,3,A,1,0,0,15,0,29,4,2021,As new,2,0,0,1,Hyper equipped,Gas,10656501,9890
339000.0,Sint-Denijslaan 1,2,A,1,0,0,10,0,30,4,2021,As new,1,0,0,1,Hyper equipped,Gas,10656500,9890
259000.0,Sint-Denijslaan 1,1,A,1,0,0,11,0,19,4,2021,As new,1,0,0,1,Hyper equipped,Gas,10656499,9890
269000.0,Sint-Denijslaan 1,1,A,1,0,0,11,0,29,4,2021,As new,1,0,0,1,Hyper equipped,Gas,10656498,9890
265000.0,Sint-Denijslaan 1,1,A,1,0,0,11,0,27,4,2021,As new,1,0,0,1,Hyper equipped,Gas,10656496,9890
316000.0,Sint-Denijslaan 1,2,A,1,0,0,10,0,31,4,2021,As new,1,0,0,1,Hyper equipped,Gas,10656495,9890
356000.0,Sint-Denijslaan 1,3,A,1,0,0,10,0,29,4,2021,As new,1,0,0,1,Hyper equipped,Gas,10656494,9890
366000.0,Sint-Denijslaan 1,2,A,1,0,0,11,0,29,4,2021,As new,1,0,0,1,Hyper equipped,Gas,10656493,9890
265000.0,Sint-Denijslaan 1,1,A,1,0,0,11,0,19,4,2021,As new,1,0,0,1,Hyper equipped,Gas,10656492,9890
328500.0,Sint-Denijslaan 1,2,A,1,0,0,10,0,31,4,2021,As new,1,0,0,1,Hyper equipped,Gas,10656491,9890
360000.0,Sint-Denijslaan 1,3,A,1,0,0,10,0,29,4,2021,As new,2,0,0,1,Hyper equipped,Gas,10656490,9890
369500.0,Sint-Denijslaan 1,3,A,1,0,0,11,0,29,4,2021,As new,2,0,0,1,Hyper equipped,Gas,10656489,9890
269000.0,Sint-Denijslaan 1,1,A,1,0,0,11,0,19,4,2021,As new,1,0,0,1,Hyper equipped,Gas,10656488,9890
426000.0,Sint-Denijslaan 1,3,A,1,0,0,11,0,32,4,2021,As new,2,0,1,1,Hyper equipped,Gas,10656487,9890
429500.0,Sint-Denijslaan 1,3,A,1,0,0,11,0,28,4,2021,As new,2,0,1,1,Hyper equipped,Gas,10656486,9890
412500.0,Sint-Denijslaan 1,2,A,1,0,0,11,0,23,4,2021,As new,2,0,0,1,Hyper equipped,Gas,10656485,9890
560000.0,Sint-Denijslaan 1,3,A,20,0,0,19,286,16,3,2023,0,1,1,1,2,USA hyper equipped,0,9050,20
566800.0,Sint-Denijslaan 1,3,A,20,0,0,19,304,16,3,2023,0,1,1,1,2,USA hyper equipped,0,9050,20
640000.0,Sint-Denijslaan 1,3,A,20,0,0,18,402,21,4,2023,0,1,1,1,2,USA hyper equipped,0,9050,20
595000.0,Veemarkt 2,3,F,530,0,0,60,1775,0,4,1996,As new,1,1,0,2,Hyper equipped,0,10656435,8790
309000.0,Herseltsesteenweg 95,4,D,313,0,1,0,370,0,4,1990,Good,1,0,1,2,Installed,Fuel oil,10656433,3201
259000.0,Stationsstraat 120,2,B,105,1,0,11,0,39,2,2010,0,1,0,0,0,Installed,Gas,10656430,9472
259000.0,Stationsstraat 120,2,B,105,1,0,11,0,39,2,2010,0,1,0,0,0,Installed,Gas,10656429,9470
899000.0,Brusselsesteenweg 66,3,E,405,0,1,0,2640,0,4,1965,Good,2,2,1,2,USA hyper equipped,Fuel oil,3078,20
359000.0,Nieuwstraat 9,3,B,161,0,1,0,177,35,2,1956,Good,1,0,1,2,Hyper equipped,Gas,10656416,9470
475000.0,Tiensesteenweg 93,2,F,527,0,0,90,941,20,4,1952,Good,1,0,0,1,Installed,Gas,10656414,3020
2195000.0,Turnhoutsebaan 75,5,B,13066,0,0,145,4360,88,4,2013,0,3,0,1,0,Hyper equipped,Gas,10656412,2930
305000.0,Rue Defacqz 40,1,G,948,0,0,3,0,26,2,1876,As new,1,0,0,1,Hyper equipped,Gas,10656410,1000
650000.0,Rue Defacqz 40,3,G,537,0,1,0,0,0,2,1876,As new,1,0,1,2,Hyper equipped,Gas,10656409,1000
425000.0,Yzerhand 14,2,B,141,0,0,17,225,40,2,2014,Good,1,0,0,2,Installed,Gas,10656403,9120
429000.0,Bevelsesteenweg 4,2,A,92,0,1,0,348,0,3,1953,0,1,0,0,2,Hyper equipped,0,10656398,2590
200000.0,Rue Xavier De Bue 1,2,E,457,0,0,2,0,53,3,1992,Good,1,0,1,1,Semi equipped,0,10656396,9470
269000.0,Rue de Herve 70,3,C,212,0,0,27,96,17,2,1934,Just renovated,1,1,1,2,Installed,Gas,8,3
269000.0,Rue de Herve 70,3,C,212,0,0,27,96,17,2,1934,Just renovated,1,1,1,2,Installed,Gas,8,3
925000.0,Kapelstraat 71,4,C,210,0,1,0,1808,49,4,1951,0,1,0,0,0,Installed,Gas,10656387,2650
178000.0,Hoogstraat 20,3,F,724,0,1,0,100,12,2,1930,To renovate,1,0,0,1,Installed,Gas,10656377,9400
298000.0,Hoogstraat 20,4,F,680,0,1,0,660,20,3,1963,Good,1,0,1,2,Hyper equipped,Gas,10656375,9420
329000.0,Hoogstraat 20,3,C,223,0,1,0,270,15,2,1974,As new,1,0,0,2,USA hyper equipped,Gas,10656374,9300
229000.0,Hoogstraat 20,3,E,449,0,1,0,363,22,3,1962,To renovate,1,0,0,0,Installed,Gas,10656371,9420
439000.0,Hoogstraat 20,4,D,396,0,1,0,570,40,4,1994,Good,2,1,1,3,Installed,Electric,10656370,9290
179000.0,BRUGSTRAAT 31  BUS 4,2,F,532,0,0,0,250,30,2,1925,To be done up,1,1,0,1,Semi equipped,Gas,10656366,9500
189000.0,Avenue de Laeken 29,1,G,744,0,0,5,0,27,2,1922,As new,1,0,0,1,USA installed,Gas,10656357,1090
365000.0,Hondsstraat 21B1,4,F,921,0,0,35,1570,39,4,1971,Good,1,0,0,2,Installed,Fuel oil,10656354,3700
269000.0,Graanmarkt 10,2,A,99,0,1,0,85,20,2,1919,Good,1,0,0,1,USA installed,Gas,10656347,9300
1195000.0,Rue François Libert 39,5,C,242,0,0,100,4000,60,4,1970,Just renovated,5,0,1,3,USA hyper equipped,Fuel oil,10656344,1380
2095000.0,Albert plein 10,3,A,65,0,1,0,0,0,2,2016,As new,2,1,1,2,Hyper equipped,Gas,10656342,8300
720000.0,Albert plein 10,2,A,98,1,1,0,0,0,2,2012,As new,2,2,0,2,Hyper equipped,Gas,10656338,8300
745000.0,Brusselsesteenweg 6,3,C,230,0,1,0,1054,50,4,1951,0,3,0,1,2,Hyper equipped,Gas,10656337,2800
725000.0,"Val des Seigneurs, 9a",4,D,205,0,0,0,120,47,2,1932,As new,2,0,1,2,USA hyper equipped,Gas,10656328,1150
294500.0,Rue de Herve 659,3,F,627,0,0,0,575,32,3,1963,Good,1,0,0,0,Installed,Gas,10656300,3512
499000.0,"Brusselsesteenweg, 518",5,B,155,0,0,28,1000,30,4,1993,Good,2,0,1,0,USA hyper equipped,Fuel oil,3,20
495000.0,"Brusselsesteenweg, 518",3,D,326,0,1,0,900,21,4,1919,Good,1,0,0,0,Installed,Fuel oil,1315,20
327500.0,Avenue Louis Libert 1,4,D,263,0,1,0,968,47,3,1964,To renovate,1,0,1,0,Installed,Fuel oil,10656297,4180
495000.0,Avenue Louise 480,2,B,93,0,0,14,0,0,2,2023,0,2,1,0,1,Installed,0,10656231,1410
302000.0,Avenue Louise 480,1,B,93,0,0,7,0,0,2,2023,0,1,1,0,1,Installed,0,10656230,1410
311000.0,Avenue Louise 480,1,B,93,0,0,18,0,0,2,2023,0,1,1,0,1,Installed,0,10656229,1410
530000.0,Avenue Louise 480,2,B,93,0,0,15,0,0,2,2023,0,2,1,0,1,Installed,0,10656228,1410
245000.0,Antwerpsestraat 292,2,B,154,0,0,0,0,0,2,1979,Good,1,0,0,1,Semi equipped,Gas,10656225,2640
445000.0,Yzerhand 33,3,B,109,0,0,25,316,40,3,2009,As new,1,0,0,2,USA hyper equipped,Gas,9120,20
365000.0,Yzerhand 33,3,B,148,0,0,25,301,30,3,1974,Just renovated,1,0,0,2,USA hyper equipped,Gas,10656223,9120
495000.0,Brusselbaan 90,4,B,200,0,0,56,543,44,4,1995,As new,2,0,1,3,Hyper equipped,0,10547168,1840
975000.0,Den Triangel 2,3,B,151,0,1,0,614,0,4,2006,As new,1,0,0,2,USA hyper equipped,Gas,10656207,8301
229000.0,Grand rue 191,3,G,747,0,0,25,140,35,2,1909,To renovate,1,0,0,2,Not installed,Fuel oil,10656202,4870
2490000.0,Avenue Baron Albert d'Huart 130,5,F,342,0,1,0,1350,65,4,1923,As new,3,1,0,4,Hyper equipped,Gas,10656195,1150
265000.0,Cicerolaan 33,2,F,282,0,0,8,0,0,0,1968,Good,1,0,0,0,Hyper equipped,Gas,10656183,1140
559000.0,Cicerolaan 33,3,B,184,0,1,0,1030,48,3,1978,Good,1,0,0,2,Hyper equipped,Gas,10656182,1930
479000.0,Astridlaan 1,4,B,175,0,1,0,306,39,3,1995,As new,2,2,0,3,USA hyper equipped,Gas,10656180,1860
550000.0,Chaussée de Marche 474,4,F,478,0,0,40,3251,0,4,1950,Good,1,1,0,2,Installed,Fuel oil,5020,20
399000.0,Kattendijkdok Westkaai 33,4,A,80,0,0,18,235,63,2,2021,0,1,0,0,3,Not installed,0,10656176,2950
190000.0,Rue Voot 4,1,G,476,0,0,0,0,16,2,1900,As new,1,0,0,1,USA hyper equipped,Gas,10656167,1030
349500.0,"Fruithoflaan, 1",2,B,186,0,0,7,0,40,0,1974,Just renovated,1,0,0,1,Installed,Gas,10656164,2600
279500.0,"Fruithoflaan, 1",2,B,195,0,0,2,0,35,0,1958,Just renovated,1,0,0,1,Installed,Fuel oil,10656163,2600
350000.0,Koning Ridderdijk 11,3,C,206,0,1,0,204,0,0,2001,As new,1,0,0,2,USA installed,Gas,10656159,8620
638000.0,"Meir, 24",3,D,376,0,0,0,465,44,0,1957,As new,1,0,0,1,Installed,0,10656147,2640
139000.0,Torhoutstraat 119 A,3,F,586,0,1,0,121,0,0,1969,Good,1,0,1,2,Installed,Gas,10656144,8810
425000.0,Bergensesteenweg 273,2,D,346,0,0,0,581,0,0,1980,As new,1,0,0,1,Installed,Gas,10656140,1600
750000.0,Artanlaan 2,4,B,156,0,0,0,628,0,0,1984,As new,1,0,0,2,Installed,Gas,10656126,8670
289000.0,Artanlaan 2,2,D,318,1,1,0,0,0,0,1977,0,1,0,0,0,Hyper equipped,Electric,10656125,8620
575000.0,Kerkstraat 56,1,B,126,1,1,0,0,0,0,1998,Just renovated,1,0,0,1,Hyper equipped,Gas,10656101,8300
335000.0,Mielenweg 7,3,B,179,0,0,0,371,0,0,1990,As new,1,0,0,1,Installed,Gas,10656100,3800
989000.0,Wijnendalestraat 151/b,4,A,69,0,0,300,2537,0,0,2012,As new,2,0,0,1,Installed,0,10656098,8650
395000.0,ooikeplein 2a,3,A,100,0,1,0,243,0,0,1939,0,1,0,0,0,Hyper equipped,Gas,10656084,9700
289000.0,Mechelbaan 445,2,B,178,0,1,0,0,0,0,1996,0,1,0,0,1,Hyper equipped,Gas,10656067,2580
189000.0,Rubensstraat 147,3,C,232,0,0,0,0,42,3,1972,To be done up,1,0,0,1,Installed,0,10656062,2300
299000.0,Zwijnaardsesteenweg 10,3,E,459,0,0,0,380,0,0,1919,To renovate,1,0,0,0,Installed,Gas,10656045,9820
579000.0,De Kleetlaan 4,5,C,278,0,1,0,306,40,0,1935,As new,2,0,0,3,Installed,Gas,10656041,1932
249900.0,Boterlaanbaan 323,3,C,281,0,0,4,0,0,0,1970,0,1,0,0,0,Installed,Gas,10656028,2100
249900.0,Boterlaanbaan 323,3,C,281,0,0,4,0,0,0,1970,0,1,0,0,0,Installed,Gas,10656027,2140
185000.0,Gentsesteenweg 24,3,B,153,0,0,0,0,0,0,1960,As new,1,0,0,0,USA installed,0,10656023,8520
435000.0,Kapellestraat 80,4,D,397,0,0,6,780,0,0,1970,0,1,0,1,1,Installed,Fuel oil,10656019,9031
355000.0,Albert I Laan 99,2,B,190,0,0,0,0,0,4,2002,As new,2,1,0,1,Installed,Electric,10656015,8620
215000.0,Sint-Laureysplein 18,2,C,223,0,0,0,0,26,0,1984,As new,1,0,0,1,Installed,Electric,10656012,2840
529000.0,Noordstraat 17,3,F,588,0,0,10,410,25,3,1930,To renovate,1,1,1,1,Semi equipped,0,10656008,9051
245000.0,Opheersstraat 80A,4,F,717,0,0,0,327,0,0,1967,As new,1,0,0,0,Installed,Fuel oil,10655994,3800
625000.0,Opheersstraat 80A,4,C,215,0,0,0,0,31,0,2001,As new,1,0,0,1,Installed,Gas,10655993,3800
279000.0,Esenweg 197,2,E,445,0,0,0,580,0,0,1977,Good,1,0,0,2,Installed,Gas,10655978,8840
339000.0,Gentsesteenweg 145,3,B,141,0,0,17,150,65,0,1930,As new,1,0,0,1,Installed,Gas,10655974,9300
309000.0,Bredabaan 133,2,B,133,0,1,0,0,0,0,1994,Good,1,0,0,1,Installed,Gas,10655952,2900
685000.0,Grote Huidevettershoek 1-102,2,B,156,0,1,0,2111,0,0,2003,To be done up,1,0,1,2,Installed,Gas,10655943,9920
595000.0,Stationsstraat 109,4,B,157,0,0,0,0,0,4,1998,Good,0,0,0,0,Installed,Gas,10655938,3920
779000.0,Stationsstraat 109,4,B,157,0,0,0,0,0,4,1998,Good,0,0,0,0,Installed,Gas,10655937,3920
255000.0,Brusselsestraat 43,3,F,534,0,0,0,370,44,0,1973,0,1,0,0,1,Installed,Fuel oil,10655934,9660
289000.0,beversesteenweg 458,4,F,710,0,0,20,785,50,0,1971,Good,1,0,1,1,Installed,Gas,10655925,8850
299000.0,Hallaarstraat 17/2,2,F,666,0,0,0,490,0,3,1936,Good,2,0,0,1,Installed,Fuel oil,10655922,2222
860000.0,Boudewijnlaan 28A,4,C,299,0,0,0,31139,41,0,1977,To renovate,1,0,0,1,Installed,Fuel oil,10655879,2590
245000.0,"strandlaan, 337",1,F,693,0,0,0,0,0,0,1936,To be done up,1,0,0,0,Semi equipped,Gas,10655875,8670
230000.0,Zuidstraat 74,2,B,183,0,1,0,230,0,0,2001,0,1,0,0,0,Installed,0,10655843,8690
369000.0,Damstraat 131 bus1,3,A,47,0,1,0,232,0,2,1933,0,1,0,0,0,Installed,0,10655781,9031
596000.0,Damstraat 131 bus1,3,E,425,0,1,0,1170,0,4,2005,0,1,0,0,0,Installed,Wood,10655780,9700
599000.0,Guldenstraat 22,5,B,160,0,0,0,416,0,0,1960,Good,1,2,0,0,Installed,Gas,10655777,2580
645000.0,"Avenue Delleur, 8",3,D,158,0,1,0,0,75,2,1961,To be done up,2,1,1,2,Hyper equipped,Gas,10655774,1000
399000.0,Gistelse Steenweg 212,3,C,240,0,0,0,344,0,3,1997,Good,1,1,0,2,Installed,Gas,10655765,8200
267000.0,Dr Persoonslaan 15 b,2,C,244,0,1,0,0,0,4,1973,0,1,0,0,0,Installed,Gas,10655755,2830
495000.0,Leuvensesteenweg 417,3,E,487,0,0,0,1991,0,0,1956,0,1,0,0,0,Installed,Gas,10655747,3010
536000.0,Avenue Louise 200,4,A,1,0,0,46,0,36,2,2023,0,2,0,0,3,USA hyper equipped,0,10655744,1830
536000.0,Avenue Louise 200,4,A,1,0,0,46,0,36,2,2023,0,2,0,0,3,USA hyper equipped,0,10655743,1140
536000.0,Avenue Louise 200,4,A,1,0,0,46,0,36,2,2023,0,2,0,0,3,USA hyper equipped,0,10655742,1831
536000.0,Avenue Louise 200,4,A,1,0,0,46,0,36,2,2023,0,2,0,0,3,USA hyper equipped,0,10655741,1130
799000.0,Prof Scharpélaan 44,12,A,99,0,0,0,6314,0,4,2000,0,2,1,0,2,Semi equipped,Fuel oil,10655733,3120
799000.0,Prof Scharpélaan 44,12,A,99,0,0,0,6314,0,4,2000,0,2,1,0,2,Semi equipped,Fuel oil,10655732,3120
249000.0,James Ensorlaan 39,2,F,295,0,0,9,0,35,2,1968,Good,1,0,0,1,Installed,Gas,10489947,1080
445000.0,James Ensorlaan 39,3,D,325,0,0,60,319,0,3,1953,Just renovated,1,0,0,2,Installed,Gas,10655721,1800
1450000.0,Avenue louise 523,4,G,473,0,0,11,1540,56,4,1940,To renovate,1,0,0,2,Installed,Fuel oil,10655715,1180
465000.0,Zomerlaan 1,5,C,244,0,0,0,856,0,4,1985,Good,1,0,0,0,Installed,Gas,10655692,9980
329000.0,Marktstraat 20 b1,3,F,921,0,1,0,1950,35,4,1960,0,0,0,0,0,Installed,Gas,10655690,8210
389000.0,Rue du Bosquet 3,2,A++,Not specified,0,0,8,0,1,0,2020,0,1,0,0,1,Installed,Fuel oil,10655685,1348
389000.0,Rue du Bosquet 3,2,A,Not specified,0,0,5,0,1,0,2020,0,1,0,0,1,Installed,Fuel oil,10655683,1348
349000.0,Italiëlei 207,2,B,169,0,1,0,0,0,2,1970,As new,2,0,0,1,Installed,Gas,10655674,2140
265000.0,Lichtveld 88,3,F,657,0,0,0,818,37,3,1964,Good,1,0,0,1,Semi equipped,Fuel oil,10655673,3980
224000.0,Italiëlei 207,2,B,117,0,0,0,0,0,2,1974,Good,1,0,0,0,Semi equipped,Gas,10655672,2140
299000.0,Oscar Van Kesbeeckstraat 7,2,B,162,0,1,0,0,0,2,1756,To renovate,1,0,0,1,USA installed,Gas,10655667,2800
1660000.0,Bredabaan 260,4,B,183,0,1,0,4085,0,4,1993,As new,2,0,0,0,Installed,Gas,10655666,2930
895000.0,Bredabaan 260,4,D,370,0,1,0,1650,0,4,1908,As new,2,0,0,0,Installed,Gas,10655665,2930
325000.0,Avenue de l'araucaria 59,3,D,194,0,0,1,0,46,3,1956,As new,1,1,0,2,Hyper equipped,Gas,28,20
648000.0,Alsembergsesteenweg 660,3,D,400,0,1,0,623,32,4,1974,To be done up,1,0,0,2,Semi equipped,Gas,10655645,1640
495000.0,"Parklaan, 9",3,C,249,0,1,0,655,0,4,1991,Good,0,0,0,2,Installed,0,10655644,9280
235000.0,Vesten 47,3,E,459,0,0,0,106,0,3,1949,To renovate,1,0,0,1,Semi equipped,Gas,10487778,9120
975000.0,Avenue Louise 200,0,F,300,0,0,0,170,0,2,1912,To be done up,9,0,0,9,Installed,Gas,10655637,1190
425000.0,Grote Baan 164,2,C,234,0,1,0,71,0,2,1897,0,1,0,0,2,Semi equipped,Gas,10655625,9000
235000.0,Prins Boudewijnlaaan 318,3,B,196,0,0,25,0,0,2,1965,Good,1,1,0,1,Semi equipped,Gas,10655622,2610
699000.0,Amsterdamstraat 15 bus202,4,B,119,0,0,70,268,0,3,2003,Good,2,0,1,3,Installed,Gas,10655608,2840
350000.0,Zeelaan 176A,2,E,404,1,0,4,0,0,3,1993,Good,2,0,0,0,Installed,Electric,8660,20
925000.0,Parklaan 63,4,B,120,0,0,40,1400,0,4,2005,As new,2,0,1,2,Installed,0,10655596,1730
285000.0,Sint-Jansvliet 5,3,C,291,0,0,13,0,28,2,1963,As new,1,0,0,1,Installed,Fuel oil,10549453,2000
829000.0,Theo Verellenlaan 19,4,D,370,0,0,19,695,50,4,1992,As new,1,1,0,2,Hyper equipped,Gas,10655594,2540
510000.0,Rue de la Libération 59,4,D,288,0,1,0,1441,55,4,2004,As new,2,0,0,2,Installed,Fuel oil,10655588,5377
120000.0,Damstraat 128,2,F,740,0,0,20,215,45,2,1958,To renovate,1,1,0,1,Semi equipped,Gas,10655582,9200
165000.0,"Abeelplein, 15",3,F,846,0,0,33,145,0,2,1932,To renovate,1,0,0,1,Installed,Fuel oil,10655575,3840
305000.0,"Abeelplein, 15",3,E,480,0,0,0,780,0,4,1975,To be done up,1,0,0,1,Installed,Fuel oil,10655574,3840
399000.0,Rue de l'Esplanade 11,3,D,329,0,1,0,2633,37,4,1976,To be done up,1,0,0,2,Semi equipped,Fuel oil,10655567,7890
495000.0,"Zuidstationstraat, 28",6,F,523,0,0,6,365,90,3,1963,To restore,3,0,0,3,Semi equipped,Gas,10655537,9000
625000.0,Rue Defacqz 40,3,G,418,0,0,0,0,0,2,1876,As new,1,0,0,2,Hyper equipped,Gas,10655536,1000
450000.0,Rue Defacqz 40,2,G,376,0,1,0,0,0,2,1876,As new,1,0,0,1,Hyper equipped,Gas,10655534,1000
469000.0,Kasteelstraat 58,3,A,54,0,0,18,0,28,2,2015,0,1,0,0,2,Installed,Gas,10655533,2620
350000.0,Rue de Diekirch 40,4,C,220,0,0,0,1255,38,4,2000,Good,0,1,0,2,USA semi equipped,Fuel oil,10278218,6810
280000.0,Koninginnelaan 84,2,E,402,0,0,0,0,0,4,2000,Good,1,0,0,1,Not installed,Electric,10655525,8430
160000.0,Koninginnelaan 84,2,D,342,1,0,0,0,0,2,1980,To be done up,1,0,0,1,Installed,Gas,10655524,8434
465000.0,Koninginnelaan 84,3,B,164,0,0,0,0,0,2,1991,Good,2,0,0,2,Installed,Electric,10655523,8434
450000.0,Koninginnelaan 84,2,B,177,0,1,0,0,0,2,1989,Good,2,1,0,1,Semi equipped,Electric,10655522,8430
125000.0,Koninginnelaan 84,1,D,398,0,0,0,0,0,2,1973,To renovate,0,1,0,0,Installed,Electric,10655520,8434
363000.0,"Avenue des Cerisiers, 95",3,E,234,0,0,0,0,22,2,1879,Good,1,1,0,1,Semi equipped,0,10655475,1050
595000.0,Avenue Montjoie 229/5,4,F,300,0,0,16,245,16,2,1904,Good,1,1,0,2,USA hyper equipped,Gas,10655471,1000
650000.0,Avenue de Busleyden 21,6,D,155,0,0,15,365,45,2,1937,0,1,0,0,2,Installed,Gas,10655466,1020
139000.0,Leopoldlaan 1,0,D,400,0,0,0,0,0,2,1996,As new,1,0,0,0,Installed,Electric,10655448,8430
360000.0,Waterloosesteenweg 631,2,D,174,0,0,2,0,0,2,1897,Good,1,0,0,1,Installed,Gas,10655447,1050
325000.0,Chaussee de Charleroi 59 B,5,E,399,0,0,50,2869,45,4,1850,To renovate,2,0,1,2,Semi equipped,Fuel oil,10655440,5140
450000.0,Chaussee de Charleroi 59 B,4,C,179,0,0,0,924,73,4,2009,Good,1,0,1,2,USA hyper equipped,Electric,10655439,5032
450000.0,Jozef de Vleminckstraat 4B,3,F,777,0,0,26,327,33,4,1955,Good,1,0,0,1,USA installed,Electric,10655432,1851
165000.0,Goedehoopstraat 21,1,B,158,0,0,0,0,0,2,1980,0,1,0,0,1,Semi equipped,Gas,2610,20
695000.0,Chaussée de Mons 14,5,C_B,Not specified,0,1,0,215,0,3,1978,As new,3,0,0,3,Installed,Gas,1420,27
