Price,Address,Bedrooms,Energy class,Primary energy consumption,Furnished,Terrace,Terrace surface,Surface of the plot,Living room surface,Number of frontages,Construction year,Building condition,Bathrooms,Shower rooms,Office,Toilets,Kitchen type,Heating type,immo_code,postal code
849000.0,Pater Nuyenslaan 39,3,F,822,0,0,0,2601,0,4,1975,To renovate,2,0,0,3,Installed,Gas,10662683,2970
849000.0,Avenue de L'amarante 39,6,D,161,0,0,15,185,0,2,1937,Good,4,0,0,4,Installed,Gas,10662656,1020
275000.0,Rue du Commerce 1,3,F,427,0,1,0,744,0,4,1850,To be done up,1,0,0,2,Semi equipped,Fuel oil,10662648,5590
275000.0,Rue du Commerce 1,3,F,427,0,1,0,744,0,4,1850,To be done up,1,0,0,2,Semi equipped,Fuel oil,10662647,5330
275000.0,Rue du Commerce 1,3,F,427,0,1,0,744,0,4,1850,To be done up,1,0,0,2,Semi equipped,Fuel oil,10662646,5530
1000000.0,Avenue Louise 231,8,D,194,0,0,0,130,0,2,1931,Good,8,8,0,8,Installed,Gas,10662611,1080
259000.0,Grote Markt 10,3,F,717,0,1,0,274,0,3,1965,To be done up,1,0,0,2,Semi equipped,Fuel oil,10662586,2200
259000.0,Grote Markt 10,2,A,74,0,0,0,0,32,2,1982,Good,1,1,0,1,Semi equipped,Gas,10662585,2200
549000.0,Grote Markt 10,4,B,183,0,1,0,877,0,4,1993,As new,1,0,0,2,Hyper equipped,Gas,10662584,2200
895000.0,Rondplein 14/2,4,B,162,0,1,0,1548,38,4,1962,As new,1,0,0,2,Installed,0,10662583,2480
295000.0,Noordstraat 17,2,D,371,0,0,2,0,50,3,1975,Good,1,1,1,1,Hyper equipped,0,10662569,9820
249000.0,Avenue Louise 231,1,G,645,0,0,0,0,30,2,1931,Good,1,1,0,1,Hyper equipped,Gas,10662541,1000
430000.0,Vichteplaats 13,4,F,691,0,1,0,3927,0,4,1966,Good,1,0,0,1,Installed,Fuel oil,10662527,8570
220000.0,av de la Floride 77,2,G,694,0,0,5,0,25,2,1970,Good,1,1,0,1,USA installed,Gas,10662524,1090
595000.0,122 RUE DE MONT-ST-PONT,5,C,255,0,0,25,366,18,3,1930,Just renovated,2,1,0,3,Hyper equipped,Gas,20,27
2100000.0,Markt 37,7,G,552,0,1,0,4200,0,4,1875,To be done up,5,4,0,7,Installed,Fuel oil,10662470,6940
300000.0,Rue des Ragayets 32,2,E,365,0,1,0,121,16,2,1936,Good,1,1,1,2,Not installed,Gas,8,3
350000.0,Heusdendorp 7,4,C,270,0,1,0,273,34,2,1985,As new,1,1,0,2,Hyper equipped,Gas,10662462,8400
259000.0,Avenue Van Overbeke 134,2,E,223,0,0,5,0,55,2,1930,As new,1,0,0,1,USA hyper equipped,Gas,10662460,1082
300000.0,markt 9,4,B,123,0,0,8,131,0,2,1997,Good,1,0,0,1,Installed,Gas,10662452,9700
375000.0,Kouter 98,2,B,161,0,1,0,0,0,2,2005,Good,1,0,0,1,Installed,Gas,10662440,8000
238000.0,Peperstraat 38,3,F,505,0,1,0,180,0,2,1937,Good,1,0,0,1,Installed,Gas,10662436,8970
650000.0,Grote Markt 13,2,B,131,0,0,108,0,0,4,2020,Good,2,0,0,2,Hyper equipped,Gas,10662432,8800
379000.0,Leopoldlaan 1,2,C,219,0,0,7,0,0,2,1957,As new,1,0,0,0,Installed,Gas,10662426,8430
499000.0,Vlamingstraat 62,5,B,181,0,1,0,600,0,4,1984,Good,2,0,0,3,Installed,Gas,10662423,8200
239000.0,Verbeytstraat 1/1,2,C,214,0,0,0,0,0,2,1969,To be done up,1,0,0,1,Installed,Gas,10610694,1853
279000.0,Verbeytstraat 1/1,2,B,115,0,1,0,0,0,4,1973,Good,1,0,0,1,Installed,Gas,10662418,1853
1100000.0,Place Brugmann 10B,5,E,231,0,0,14,340,29,2,1931,Good,3,7,1,3,Installed,Gas,10662400,1190
349900.0,rue de Pont-à-Celles 10,3,E,401,0,0,120,872,40,4,1991,Good,1,1,1,2,Installed,Gas,3,20
299000.0,"Prinsenstraat, 24",2,B,101,0,0,0,0,32,2,2013,Good,1,0,0,0,Hyper equipped,Gas,10662395,1800
899000.0,Rue Reine Astrid 26,7,B,98,0,0,30,660,46,3,1900,As new,3,0,0,0,Hyper equipped,Fuel oil,10662393,6717
289000.0,avenue des Combattants 186A,3,C,292,0,0,0,204,33,2,1956,0,1,0,0,2,Installed,Gas,10662351,1700
285000.0,Markt 20,3,B,176,0,1,0,0,0,2,1994,Good,1,0,0,2,Semi equipped,Gas,10662320,2260
520000.0,Avenue Louise 251 (6ième étage,2,F,307,0,0,25,0,51,4,1995,Good,1,1,1,2,USA semi equipped,Gas,10662239,1040
520000.0,Avenue Louise 251 (6ième étage,3,F,307,0,0,50,123,51,4,1995,Good,1,1,1,2,USA semi equipped,Gas,10662238,1040
229000.0,Steenweg 299,2,D,337,0,1,0,0,25,0,1971,Good,1,0,1,2,Installed,Electric,10662235,9470
420000.0,drève richelle 96,5,C,225,0,0,20,906,29,4,1977,Good,2,2,0,2,Installed,Fuel oil,10662234,1457
470000.0,Damstraat 131 bus1,3,F,594,0,1,0,903,0,4,1945,To renovate,1,0,0,2,Semi equipped,Gas,10662231,9031
649000.0,Damstraat 131 bus1,3,C,240,0,1,0,0,0,4,1998,0,2,0,0,0,Installed,Gas,10662230,9860
183380.0,Damstraat 131 bus1,2,A,94,0,1,0,0,0,2,1968,To be done up,1,0,0,0,Installed,Gas,10662229,9800
160000.0,Lambrechtshoekenlaan 169,2,C,270,0,0,0,0,0,2,1975,To be done up,1,0,0,0,Installed,Gas,28,20
498000.0,GEMEENTEPLEIN 7,2,F,506,0,0,20,745,50,4,1970,To be done up,1,0,0,2,Semi equipped,Gas,10662211,1560
849000.0,Generaal Lemanlaan 202,5,D,320,0,0,30,961,47,3,1969,Good,3,0,1,3,Installed,Gas,10662203,8200
279000.0,Avenue des Ardennes 1/02,3,F,467,0,0,15,346,44,3,1966,Good,1,0,0,2,Installed,Fuel oil,10662200,4053
175000.0,Prins Boudewijnlaan 122,2,B,150,0,0,12,0,28,0,1968,As new,1,0,0,1,Installed,Gas,10662198,2660
298000.0,Hoogstraat 20,3,D,362,0,1,0,600,24,4,1900,To be done up,1,0,0,1,USA installed,Fuel oil,10662191,9420
487000.0,Brusselsesteenweg 604,2,D,306,0,0,9,0,53,2,1920,As new,1,0,1,1,Hyper equipped,Gas,10567948,3090
820000.0,Boelare 67,4,A,54,0,0,0,552,0,4,2010,Good,1,0,0,0,Installed,Gas,10662189,9940
390000.0,"place d'Omalius, 1",5,E,377,0,1,0,810,43,4,1899,To renovate,1,2,0,2,Semi equipped,Gas,20,20
550000.0,"Avenue Albert Ier, 304",3,E,370,0,0,0,1133,43,4,1980,Good,1,1,1,0,Not installed,Gas,10662177,1330
324500.0,Langestraat 71,3,C,212,0,0,30,368,0,3,1930,Good,1,1,0,1,Installed,Gas,10584531,2280
215000.0,Boelare 67,2,E,460,0,0,0,319,0,2,1930,Good,1,0,0,0,Installed,Gas,10662145,9988
299000.0,Dr Persoonslaan 15 b,2,A,95,0,0,6,0,38,0,2007,Good,1,0,0,1,Installed,Gas,10662139,2870
849000.0,Drève Richelle 197,7,F,345,0,1,0,0,0,3,1920,To renovate,4,0,0,4,Not installed,0,10591720,1080
149000.0,Ten Bos 11,2,D,370,0,1,0,70,0,2,1918,To renovate,1,0,0,1,Semi equipped,Gas,10661998,9100
598000.0,Mechelbaan 509,3,C,291,0,1,0,1485,0,4,1973,Good,1,1,0,2,Installed,Fuel oil,10661967,2860
239000.0,Molenstraat 1,3,C,240,0,0,20,211,26,2,1930,As new,1,0,0,1,Installed,0,10661948,9400
370000.0,Rue de Laeken 91,2,C,123,1,0,13,0,45,2,2008,0,1,0,0,1,Semi equipped,0,10661945,1000
985000.0,Brusselsesteenweg 65,6,E,229,0,0,0,110,0,2,1920,Good,3,0,0,4,Semi equipped,Gas,10661938,1030
365000.0,Tiensesteenweg 227/101,3,D,348,0,0,0,1250,0,4,1972,Just renovated,1,0,0,0,Installed,Fuel oil,10661922,3580
455000.0,Boulevard d'Avroy 19,4,B,103,1,0,0,0,54,0,2014,As new,4,0,0,3,Installed,0,10661894,4620
359000.0,Korte Nieuwstraat 16,3,B,195,0,0,0,175,0,2,1935,Good,1,1,0,2,Installed,0,10661893,2110
279000.0,Alsembergsesteenweg 660,2,C,254,0,0,29,0,0,2,1931,Just renovated,1,0,0,1,Installed,Gas,10661870,1640
469000.0,"Tegelrijstraat, 46",2,C,277,0,0,0,2210,0,4,2001,Good,1,0,0,2,Installed,Gas,10353268,3850
850000.0,Chaussée de la Hulpe 166,4,E,227,0,0,115,0,44,2,1899,Just renovated,2,0,1,2,Installed,Gas,10661861,1050
335000.0,Abeelstraat 9A,4,D,323,0,0,0,0,0,2,1935,As new,2,0,0,2,Installed,Gas,10641432,9600
240000.0,Place du Centre 2,3,D,256,0,0,52,205,33,3,1963,As new,1,0,0,1,Installed,Gas,10661855,6280
165000.0,Avenue du Bourgmestre Jean Materne 96/1,2,G,540,0,1,0,0,0,3,1974,Good,1,1,0,1,Not installed,Gas,10661841,5000
1625000.0,Avenue du Pesage 10,6,G,376,0,0,40,620,60,3,1964,Just renovated,4,0,1,5,Installed,Fuel oil,10661837,1180
367500.0,Sint-Denijslaan 1,3,A,1,0,0,9,200,24,2,2021,As new,2,0,1,3,Hyper equipped,Gas,10661829,9890
357500.0,Sint-Denijslaan 1,3,A,1,0,0,9,195,22,2,2021,As new,2,0,1,3,Hyper equipped,Gas,10661828,9890
362500.0,Sint-Denijslaan 1,3,A,1,0,0,9,198,25,3,2021,As new,2,0,1,3,Hyper equipped,Gas,10661827,9890
269000.0,Chaussée de Dinant 39,3,E,373,0,0,0,529,27,4,1965,0,0,1,0,1,Semi equipped,Fuel oil,10661824,5530
669000.0,Sint-Laurentuisstraat 50D,5,B,121,0,0,0,9540,0,4,2008,0,2,0,0,3,Hyper equipped,0,10606437,3850
195000.0,Av Reine Astrid 280/5,1,G,561,1,0,0,0,10,2,1947,As new,1,1,0,1,USA hyper equipped,Gas,10661809,1040
595000.0,"Avenue du chêne, 177",4,C,182,0,0,120,1200,55,4,2006,Good,1,0,0,2,Installed,Fuel oil,10661806,4910
1490000.0,Avenue Legrand 30,4,D,197,0,0,6,0,0,2,1930,Just renovated,3,2,1,0,Hyper equipped,Fuel oil,10661805,1040
219000.0,"Abeelplein, 15",4,F,917,0,0,47,207,0,3,1951,Good,1,0,0,0,Semi equipped,Gas,10661774,3700
233000.0,Sint-Jansvliet 5,3,D,327,0,0,3,0,0,2,1967,Good,1,0,0,1,Installed,Gas,10661763,2610
199000.0,Langestraat 62,2,B,158,0,0,0,0,27,3,1998,Good,1,0,0,1,Installed,0,10661744,8630
199000.0,"Fruithoflaan, 1",2,B,189,0,0,14,0,38,0,1975,To be done up,1,0,0,1,Semi equipped,Fuel oil,10661708,2170
695000.0,"Roterijstraat, 202",3,E,487,0,1,0,1500,0,4,1987,To be done up,2,0,0,2,Semi equipped,Electric,10661696,8790
365000.0,"Roterijstraat, 202",3,F,576,0,0,0,866,0,4,1971,0,1,0,0,1,Semi equipped,Gas,9840,20
369000.0,Wapenplein 9,3,A,58,0,1,0,237,38,2,2014,Good,1,0,0,2,Installed,0,10661649,8450
389000.0,Jozef II straat 45,3,C,300,0,1,0,488,0,0,1981,0,0,0,0,2,Installed,Gas,10661645,8400
234500.0,DYNASTIELAAN 2,2,A,88,0,0,20,0,0,2,2003,0,1,0,0,2,Installed,0,8660,20
215000.0,Grand' Route 69 A,2,B,153,0,0,0,0,26,2,2000,Good,1,0,0,1,Installed,Gas,10661618,1400
250000.0,Edingsesteenweg 341,2,G,444,0,0,0,0,0,2,1955,Good,2,0,0,2,Installed,Fuel oil,10661613,1090
180000.0,101 rue de Valenciennes,5,F,458,0,0,50,150,29,3,1900,0,1,1,1,1,USA installed,Fuel oil,7330,20
1350000.0,Albert plein 6,5,B,131,0,1,0,145,0,2,2000,Good,2,2,0,3,USA hyper equipped,Gas,10493036,8300
319000.0,Rue de la Cathédrale 17,4,F,86947,0,0,40,1091,0,4,1959,To renovate,2,0,0,1,Hyper equipped,Fuel oil,10661605,4920
520000.0,"Avenue de Mérode , 4",3,E,362,0,0,40,2183,33,4,1988,Good,1,0,1,2,Installed,Gas,10661590,1330
299000.0,427 A chaussée de Thuin,4,E,421,0,1,0,480,30,2,1892,Good,1,0,1,2,Installed,Gas,10661563,6000
175000.0,Merksemsebaan 2B,1,C,246,0,0,15,0,35,3,1967,Good,1,0,0,1,Installed,Gas,10661520,2160
270000.0,Rue de Charleville 19,4,F,457,0,0,25,831,33,4,1971,As new,1,0,1,2,USA installed,Fuel oil,6929,20
299500.0,Dorpsstraat 62,2,B,114,0,0,0,0,40,0,2016,Good,1,0,0,2,Hyper equipped,Gas,10661493,8340
149000.0,Chaussée de Helmet  239,1,F,325,0,1,0,0,17,2,1978,0,1,0,0,1,Installed,Gas,10661488,1120
275000.0,Gentse Baan 45A,2,D,321,0,0,11,404,0,3,1977,Good,1,0,1,0,Hyper equipped,Wood,10661460,9111
450000.0,Jozef de Vleminckstraat 4B,3,F,777,0,0,26,327,33,4,1955,Good,1,0,0,1,USA installed,Electric,10661456,1851
260000.0,Postlaan 1W4,4,E,461,0,0,12,851,26,0,1966,0,2,0,0,1,Installed,0,10661383,3400
189000.0,Postlaan 1W4,3,F,510,0,0,0,255,35,0,1918,To renovate,1,0,0,1,Semi equipped,0,10661378,3400
259000.0,Postlaan 1W4,3,F,557,0,0,0,522,28,0,1961,To be done up,2,0,0,1,Installed,0,10661374,3800
335000.0,Postlaan 1W4,3,D,395,0,0,24,718,34,0,1950,0,2,0,0,2,Installed,Gas,10661370,3840
225000.0,Postlaan 1W4,3,F,598,0,0,0,850,40,0,1930,As new,2,0,0,3,Installed,Gas,10661369,3870
219000.0,Postlaan 1W4,2,F,547,0,0,0,120,32,0,1850,To renovate,1,0,0,1,Installed,Gas,10661367,3300
390000.0,Postlaan 1W4,4,C,283,0,0,0,600,36,0,1989,As new,2,0,0,3,Installed,0,10661366,3800
230000.0,Postlaan 1W4,5,F,647,0,0,0,1552,24,0,1938,As new,1,0,0,1,Semi equipped,Gas,10661364,3400
700000.0,Postlaan 1W4,4,E,429,0,0,0,1074,40,0,1919,As new,2,0,0,2,Installed,0,10661362,3800
229000.0,Postlaan 1W4,3,F,549,0,0,0,257,23,0,1950,0,1,0,0,1,Semi equipped,Gas,10661359,3800
490000.0,Postlaan 1W4,2,E,451,0,0,12,1255,34,0,1918,To be done up,1,0,0,3,Installed,Gas,10661350,3800
192500.0,Postlaan 1W4,3,D,341,0,0,9,71,27,0,1930,To renovate,1,0,0,1,Semi equipped,Gas,10661349,3800
269000.0,Postlaan 1W4,3,C,257,0,0,0,132,28,0,1918,As new,1,0,0,1,Installed,Gas,10661347,3800
155000.0,Postlaan 1W4,3,D,386,0,0,10,59,18,0,1850,To renovate,1,0,0,1,Semi equipped,Gas,10661345,3800
160000.0,Postlaan 1W4,3,F,867,0,0,0,232,0,0,1948,To renovate,1,0,0,1,Semi equipped,0,10661344,3800
330000.0,Postlaan 1W4,3,D,389,0,0,0,1680,33,0,1973,As new,1,0,1,1,Installed,0,10661341,3450
285000.0,Postlaan 1W4,5,D,376,0,0,14,702,31,0,1958,0,1,0,0,2,Semi equipped,Gas,10661340,3800
349000.0,Postlaan 1W4,4,C,246,0,0,0,775,16,0,1949,As new,3,0,0,3,Installed,Gas,10661337,3800
229000.0,Postlaan 1W4,3,F,547,0,0,30,273,36,0,1968,As new,2,0,0,3,Installed,0,10661333,3890
250000.0,Postlaan 1W4,4,B,135,0,0,0,682,41,0,1899,0,3,0,0,3,Installed,Electric,10661332,3890
199000.0,Postlaan 1W4,3,F,854,0,0,0,632,29,0,1972,To be done up,1,0,0,2,Semi equipped,0,10661330,3870
265000.0,Postlaan 1W4,3,F,630,0,0,23,650,20,0,1964,0,1,0,0,1,Installed,Gas,10661329,3400
150000.0,Postlaan 1W4,4,F,757,0,0,0,336,35,0,1899,To renovate,1,0,0,0,Semi equipped,Gas,10661328,3400
220000.0,Postlaan 1W4,2,C,270,0,0,0,387,24,0,1932,To be done up,1,0,0,1,Installed,0,10661327,3800
399000.0,Blancefloerlaan 301,4,C,277,0,0,0,276,0,3,1958,Good,1,0,0,0,Installed,Gas,28,20
299999.0,Kalfstraat 81,4,E,456,0,0,35,260,35,4,1976,0,1,0,1,0,Hyper equipped,Gas,10642498,9220
239000.0,Frankrijlei 156/158,3,B,132,0,0,5,0,0,3,1969,To be done up,1,0,0,1,Installed,Gas,10661277,2050
585000.0,Chaussée de la Hulpe 188,3,F,343,0,0,23,70,0,2,1920,0,1,0,0,2,Installed,0,10661270,1170
324500.0,Jan Hammeneikerstraat 125,3,D,347,0,0,0,230,18,3,1968,Good,1,0,0,0,Hyper equipped,Gas,10661257,2880
239000.0,Albertkanaalstraat 7,3,D,341,0,0,12,65,23,2,1960,To be done up,1,0,0,1,Semi equipped,0,10661243,2590
775000.0,Plein 30 a,4,C,219,0,1,0,660,56,4,1850,As new,1,0,1,0,Hyper equipped,Gas,8510,20
448000.0,Moerkerkse Steenweg 1,3,D,375,0,1,0,781,29,3,1980,To renovate,1,0,0,0,USA installed,Gas,10661232,8620
365000.0,Moerkerkse Steenweg 1,2,D,364,0,0,45,0,0,2,1948,Good,1,1,0,1,Installed,Gas,10661231,8000
299000.0,Herbert Hooverplein 14,4,E,433,0,1,0,147,0,2,1918,To renovate,1,0,0,1,Installed,Electric,3010,20
875000.0,Chaussée de Vleurgat 293,2,F,330,1,0,3,85,48,3,1930,As new,2,2,1,3,USA hyper equipped,Gas,10661222,1050
1590000.0,Avenue René Gobert 26,7,F,332,0,0,50,614,100,3,2001,0,6,0,1,8,USA hyper equipped,Gas,10660859,1050
225000.0,Avenue Fond Jean Rosy 17A,3,F,453,0,0,0,843,35,3,1875,To renovate,1,0,0,1,Installed,Fuel oil,10660633,1457
850000.0,Pas 96/A,3,C,229,0,0,0,1121,0,4,1965,0,1,0,1,2,Hyper equipped,0,10660632,2440
265000.0,Pas 96/A,4,C,291,0,0,20,643,0,3,1969,Just renovated,1,0,0,2,Hyper equipped,Gas,10354224,2430
124999.0,"4, Place Sabatier",2,E,389,0,0,0,0,25,0,1900,Good,1,1,0,1,Installed,Electric,10660607,6180
185000.0,Rue du Calvaire 22/A,3,G,771,0,1,0,470,16,4,1900,To be done up,1,0,0,1,Installed,Fuel oil,6042,20
180000.0,Rue du Centre 5,2,C,188,0,0,0,0,33,2,2013,As new,1,0,0,0,USA semi equipped,Fuel oil,10660596,5363
4290000.0,Avenue Louise 251,6,C,281,0,0,0,9706,62,4,1956,0,5,0,1,8,Hyper equipped,Gas,8,3
235000.0,Rue Giacomo Matteoti 10,2,A,80,0,0,4,0,38,2,2001,0,1,0,0,1,Hyper equipped,Gas,4432,20
425000.0,Clemenshoek 74,4,B,122,0,1,0,307,0,2,1995,As new,2,0,0,0,Installed,0,10582725,2850
225000.0,Rue Fort d'Andoy 5,2,B,94,0,0,0,0,0,0,2021,As new,1,0,0,1,Not installed,Gas,10660581,5060
215000.0,101 rue de Valenciennes,2,B,94,0,0,85,0,19,0,2019,0,1,0,1,2,Installed,Gas,10660575,7061
260000.0,Chaussee de Wavre 44a,4,G,857,0,0,0,0,0,2,1930,To renovate,1,4,0,1,Not installed,Gas,10660572,1030
190000.0,Chaussee de Wavre 44a,2,E,269,0,0,0,0,0,2,1930,To renovate,1,4,0,1,Not installed,Gas,10660571,1030
995000.0,Hoogstraat 70,3,D,308,0,1,0,2939,0,4,1993,Good,2,0,1,0,Hyper equipped,Fuel oil,10660565,9250
215000.0,Generaal Lemanlaan 202,5,D,320,0,0,30,146,47,3,1900,Good,3,3,1,3,Installed,Gas,10660563,8200
599000.0,Langestraat 71,6,E,410,0,0,20,1182,0,4,1949,To be done up,1,1,0,2,Semi equipped,0,10567521,2340
510000.0,Langestraat 71,3,B,160,0,0,77,1439,45,4,1991,Good,1,0,0,2,Installed,Gas,10478066,2200
650000.0,Mechelsesteenweg 231,5,C,218,0,0,30,946,36,4,1994,As new,2,0,1,0,Hyper equipped,0,10660551,3071
319000.0,Chaussée de Louvain 363,3,D,332,0,0,20,440,17,2,1957,Good,1,0,1,2,Installed,Gas,10660546,5004
245000.0,"Chaussée Bara, 148",1,E,377,0,0,3,0,40,2,1994,Good,1,0,1,1,Installed,Electric,1420,27
665000.0,Marktstraat 5,6,D,210,0,0,16,0,25,2,1920,Good,2,2,1,4,Installed,Gas,10660468,1082
398000.0,Veemarkt 14,2,A,55,0,0,18,0,37,4,2021,As new,1,0,0,1,Hyper equipped,0,10660441,3020
325000.0,Rue Du Postillon 3,3,B,74,0,0,17,0,35,2,1976,To renovate,2,1,0,2,Semi equipped,Gas,10660427,1180
389000.0,Rue Père Damien 3,4,B,163,0,0,28,603,36,4,2002,Good,2,0,0,2,Installed,Gas,10660417,7700
390000.0,Place Brugmann 10B,1,A,45,0,0,16,0,32,0,2022,As new,1,0,0,1,Installed,Gas,10660406,1160
820000.0,Place Brugmann 10B,3,A,45,0,0,20,0,32,0,2022,As new,2,0,0,2,Installed,Gas,10660404,1160
405536.0,Route de Longwy 572A,3,A+,44,0,0,10,0,0,0,2023,0,2,0,0,1,USA hyper equipped,0,6780,20
357690.0,Route de Longwy 572A,3,A,81,0,0,7,0,0,0,2023,0,2,0,0,1,USA hyper equipped,0,6780,20
243900.0,Avenue de Bouillon 92,2,A,48,0,1,0,0,0,0,2021,0,1,0,0,0,Installed,Gas,10660393,6800
585000.0,Rue de Rixensart 77,3,C,208,0,0,39,1685,49,4,1973,To renovate,1,1,1,2,Installed,Fuel oil,10660391,1330
585000.0,Rue de Rixensart 77,3,C,208,0,0,39,1685,49,4,1973,To renovate,1,1,1,2,Installed,Fuel oil,1300,20
495000.0,Noord-Brabantlaan 3,3,B,187,0,0,50,734,38,4,2001,As new,1,8,0,2,Hyper equipped,Gas,10660389,3920
319900.0,Noord-Brabantlaan 3,5,B,140,0,0,30,192,0,2,1961,As new,1,1,0,2,Hyper equipped,Gas,10660388,2300
379000.0,Dirk Boutslaan 4,2,C,247,0,1,0,0,0,2,2007,Good,1,0,0,1,Installed,Gas,3053,20
455000.0,Dirk Boutslaan 4,3,C,275,0,1,0,316,0,3,1961,Good,1,0,0,2,Installed,Fuel oil,3051,20
510000.0,Dirk Boutslaan 4,3,B,165,0,0,56,0,50,0,2007,As new,1,0,1,2,Installed,Gas,10660384,3020
1195000.0,Dr Roosensplein 47,5,B,180,0,1,0,2216,62,4,1954,As new,3,0,1,3,USA hyper equipped,Gas,10660379,2930
429500.0,Kolmen 28,4,F,692,0,0,0,1472,45,4,1969,Good,1,0,0,2,Installed,Fuel oil,10660378,3945
140000.0,Grotestraat 28,1,D,317,0,0,0,0,0,2,1970,Good,1,1,0,1,Hyper equipped,Fuel oil,10660357,9280
160000.0,Grotestraat 28,2,B,132,0,0,2,0,0,2,1970,Good,1,1,0,1,Hyper equipped,Fuel oil,10660356,9280
255000.0,rue des dominicains 4E,2,C,249,0,1,0,234,0,2,1965,Good,1,1,0,2,Hyper equipped,Fuel oil,10660354,4460
335000.0,Yzerhand 14,3,C,233,0,0,80,0,33,3,1980,Just renovated,1,0,0,2,Hyper equipped,Gas,10660348,9120
469000.0,Drie Veldenweg 3/1,4,C,241,0,1,0,1681,18,3,2000,Good,1,1,1,2,Hyper equipped,Gas,10660343,9300
469000.0,Drie Veldenweg 3/1,4,C,241,0,1,0,1681,18,3,2000,Good,1,1,1,2,Hyper equipped,Gas,10660342,9310
325000.0,Provinciale Steenweg 354,2,F,1001,0,1,0,130,0,3,1923,0,1,0,0,0,Hyper equipped,Electric,10660341,2845
289000.0,Schootstraat 254,3,C,225,0,1,0,327,0,2,1930,0,2,0,0,0,USA installed,Gas,10660340,3581
349000.0,Provinciale Steenweg 354,2,B,191,0,1,0,0,0,2,1905,0,1,0,1,0,Hyper equipped,Gas,10660339,2845
245000.0,Schootstraat 254,3,B,145,0,1,0,0,0,4,1963,As new,1,0,0,1,Installed,0,10660338,3600
275000.0,Stationstraat 30,5,C,177,0,0,80,818,22,4,1976,Good,1,0,0,2,Installed,Fuel oil,10660333,7750
599000.0,Schoolstraat 58,5,B,160,0,1,0,416,35,4,1961,Just renovated,1,0,0,2,Installed,0,10660332,2580
599000.0,Nieuwstraat 9,4,E,420,0,1,0,1476,42,3,1960,To be done up,1,0,0,0,Installed,Gas,10660321,9300
349000.0,Nieuwstraat 9,5,F,665,0,1,0,785,40,2,1950,To renovate,1,0,1,0,Installed,0,10660320,9450
265000.0,Chaussée de Louvain 367,4,F,493,0,0,60,1000,20,3,1879,As new,1,1,0,1,USA installed,0,10660318,5150
349000.0,Boulevard du Roi Albert 42/44,3,C,197,0,1,0,876,37,4,1993,Good,1,1,0,0,Installed,Gas,7540,20
439000.0,33 Ernest Van Dijckkaai,4,B,128,0,1,0,290,24,3,1995,As new,1,0,0,2,Installed,Gas,10660303,2170
399900.0,rue de Pont-à-Celles 10,6,C,205,0,0,25,909,35,3,1900,Good,3,2,1,3,USA semi equipped,Pellet,10578356,6181
125000.0,Rue de Rochefort 62,2,G,571,0,1,0,117,18,2,1930,Good,1,0,1,0,Semi equipped,Fuel oil,10660293,5560
340000.0,Brusselsesteenweg 89,3,C,276,0,1,0,581,40,2,1989,Good,1,0,0,2,Installed,Fuel oil,10660222,9400
340000.0,Brusselsesteenweg 89,3,C,276,0,1,0,581,40,2,1989,Good,1,0,0,2,Installed,Fuel oil,10660220,9402
2075000.0,Heidestatiestraat 53,5,B,168,0,1,0,2985,55,4,1998,As new,4,0,1,0,USA hyper equipped,Gas,10660217,2360
272000.0,Sint-Denijslaan 1,3,C,246,0,0,0,55,14,2,1899,Good,2,2,0,2,USA installed,Gas,10660214,9000
219000.0,Kapellestraat 14A,2,C,263,0,0,9,0,28,3,1967,Good,1,0,0,1,Installed,0,10433248,2610
275000.0,Antwerpsesteenweg 359,2,D,365,0,1,0,350,0,3,1935,Good,1,0,0,1,Installed,Gas,10660201,2520
350000.0,Ottergemsesteenweg-Zuid 808,4,D,302,0,0,14,230,28,2,1935,Good,1,1,1,1,Installed,Gas,10660200,9000
119000.0,Rue Saint-Achaire 86,3,G,546,0,0,20,250,0,2,1950,To be done up,1,1,0,1,Not installed,Carbon,10660199,7700
119000.0,Rue Saint-Achaire 86,3,C,179,0,0,10,120,0,2,1950,To be done up,1,1,0,1,Semi equipped,Gas,10660198,7700
229000.0,"Rue du Quesnoy, 36",2,F,505,0,0,0,410,27,4,1950,Good,1,1,0,1,Installed,Fuel oil,10660197,7500
254000.0,"Rue du Quesnoy, 36",3,E,362,0,1,0,727,32,2,1936,As new,1,1,0,2,Installed,Gas,9,3
245000.0,Bischoppenhoflaan 284,4,E,498,0,0,32,105,30,2,1918,Good,1,0,0,1,Installed,0,10660156,2170
229000.0,Rue de Herve 70,0,G,592,0,0,0,288,0,2,1962,As new,0,1,1,2,Semi equipped,0,10660150,4460
229000.0,Rue de Herve 70,0,G,592,0,0,0,288,0,2,1962,As new,0,1,1,2,Semi equipped,0,10660149,4460
389000.0,Hoogstraat 20,4,A,42,0,0,21,330,50,2,2023,As new,1,0,0,4,Hyper equipped,0,10660145,9470
389000.0,Hoogstraat 20,4,A,39,0,0,21,320,50,2,2023,As new,2,0,0,2,Not installed,0,10660144,9470
446000.0,Hoogstraat 20,4,A,46,0,0,18,477,52,3,2023,As new,1,0,0,2,Hyper equipped,0,10660143,9470
219000.0,Hoogstraat 20,3,E,452,0,1,0,564,32,3,1950,To be done up,1,0,0,1,Installed,Gas,10660142,9340
